rssid,url,db_date,found_date
5310,https://www.masralyoum.net/sports/9084032/%D8%AA%D8%B4%D9%83%D9%8A%D9%84-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D9%82%D8%B9-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%84%D9%83-%D9%81%D9%89-%D9%82%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%89-%D8%B4%D8%B1%D9%8A%D9%81-%D9%88%D8%A8%D9%86-%D8%B4%D8%B1%D9%82%D9%89-%D9%81%D9%89-%D8%A7%D9%84%D9%87%D8%AC%D9%88%D9%85,2025-09-28 22:09:03,2025-09-29 01:09:03
4852,https://www.forbes.com/sites/jillgoldenziel/2025/09/28/chinas-new-nature-reserve-tests-manila-and-washington/,2025-09-29 01:27:21,2025-09-28 00:00:00
216,http://www.sada-elarab.com/780128,2025-09-29 11:48:00,2020-04-06 00:00:00
12148,https://www.standard.co.uk/homesandproperty/where-to-live/london-leaver-devon-finsbury-park-land-b1250056.html,2025-09-28 05:00:24,2025-09-29 07:52:16
2601,https://www.lebanon24.com/news/lebanon-news/1422932/lebanon24?src=rss-feeds&utm_campaign=Softimpact-Rss-Feeds&utm_source=SI-Rss-Feeds-Documents&utm_term=Softimpact-Rss-Feeds-Documents&utm_medium=SI-Rss-Feeds-1422932,2025-09-29 10:09:44,1900-01-01 12:00:00
4852,https://www.forbes.com/sites/timlammers/2025/09/28/why-one-battle-after-another-could-bomb-despite-no-1-opening/,2025-09-29 01:43:55,2025-09-28 00:00:00
6178,https://themarkets365.com/97616/,2025-09-28 23:21:50,2025-09-29 01:21:50
5714,https://www.tuniscope.com/ar/article/413936/arabe/societe/gabes2-202421,2025-09-28 19:29:25,2025-09-29 02:03:57
2602,https://www.lebanon24.com/news/lebanon-news/1422809/lebanon24?src=rss-feeds&utm_campaign=Softimpact-Rss-Feeds&utm_source=SI-Rss-Feeds-Documents&utm_term=Softimpact-Rss-Feeds-Documents&utm_medium=SI-Rss-Feeds-1422809,2025-09-29 08:00:00,1900-01-01 12:00:00
7954,https://aawsat.com/node/5191372,2025-09-28 16:16:39,2025-09-29 00:00:00
